move_sequence,result
d4 g6 c4 Bg7 e4 d6 Nf3 e5 Be3 Nc6 d5 Nce7 Nc3 f5 Bd3 Nf6 Qc2 O-O h3 c6 dxc6 bxc6 Rd1 c5 Bg5 Nc6 exf5 Nd4 Nxd4 cxd4 Nd5 gxf5 Bxf5 Bxf5 Qxf5 Kh8 Bxf6 Bxf6 O-O a5 f4 Bg7 Qe4 Qh4 Rde1 Rae8 b3 Bh6 f5 Qxe4 Rxe4 a4 h4 axb3 axb3 Ra8 g4 Bd2 Rd1 Bc3 Nxc3 dxc3 Rc1 h5 Rxc3 Ra2 Rf3 hxg4 Rxg4 Kh7 f6 Rf7 Rg2 Ra1+ Kh2 Rd1 Rf5 Kh6 Rf3 Rd4 Kh3 e4 Rf4 Rd3+ Rg3 e3 Re4 Rxb3 Rexe3 Rxe3 Rxe3 Rxf6 Kg4 Kg7 Re4 Rf1 Rd4 Rf6 Kg5 Re6 h5 Re5+ Kg4 Rc5 Kh4 Kh7 Rf4 Kh6 Rf6+ Kg7 Rf4 Kh6 Rf6+ Kg7 Rf4 Kh6,1/2-1/2
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 exd5 Nxd5 Nxe5 Nxe5 Rxe5 Bb7 d4 Bf6 Re1 Re8 Rxe8+ Qxe8 Bxd5 Bxd5 Nd2 b4 c4 Be6 d5 Bf5 Nf1 Qe4 Ng3 Qd3 Qb3 Qxb3 axb3 Bc2 Nh5 Bd4 Be3 Bxe3 fxe3 Bxb3 Rc1 a5 Nf4 a4 Nd3 a3 bxa3 bxa3 Nc5 Rb8 Ra1 Bxc4 Rxa3 Bxd5 e4 Bc6 Ra7 Rc8 Na6 Bxe4 Rxc7 Ra8 Nc5 Bf5 Nb3 g6 Rc1 Kg7 Re1 Rd8 Kf2 g5 Re2 Kf6 Rd2 Rb8 Nd4 Be4 Re2 Bd5 Rd2 Ra8 Nc6 Be6 Nd4 h5 Nxe6 fxe6 Rb2 Kf5 h3 h4 Rb3 Ra2+ Kf3 e5 Rb4 Ra3+ Kf2 e4 Rb8 Ra2+ Ke3 Ra3+ Kf2 Rg3 Rf8+ Ke5 Re8+ Kd4 Rd8+ Ke5 Re8+ Kf4 Rf8+ Ke5 Re8+,1/2-1/2
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 b6 e3 Bb7 Bd3 O-O O-O c5 Na4 cxd4 exd4 Bxf3 Qxf3 Nc6 Be3 e5 a3 exd4 Bf4 Be7 b4 Re8 Rfe1 Bf8 g4 Rc8 c5 bxc5 g5 Rxe1+ Rxe1 Ne8 Bc4 d5 Bxd5 Qd7 Nxc5 Bxc5 bxc5 Ne7 Bb3 Rxc5 Qe4 Kf8 Qxh7 Ng6 h3 Rc3 Be6 fxe6 Qxg6 Qf7 Qe4 Rxh3 Qxd4 Qf5 Bg3 Qxg5 Qb4+ Kg8 Rxe6 Rxg3+,0-1
d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 Be7 e3 h6 Bh4 c6 Bd3 O-O Bg3 Re8 Nf3 Nbd7 h3 Bb4 Nd2 Nf8 O-O Bd6 Bxd6 Qxd6 Qc2 Bd7 b4 Ne6 Nf3 a5 bxa5 Rxa5 a4 c5 Nb5 Qe7 Bf5 Rea8 Rab1 c4 Ne5 Be8 Nc3 Bxa4 Nxa4 Rxa4 Rb5 Nd8 Rfb1 Ra1 Ng4 Ne4 Bxe4 Qxe4 Qxe4 dxe4 Rxa1 Rxa1+ Kh2 Ra6 Ne5 c3 Rc5 f6 Ng6 Kf7 Nh8+ Ke8 Rxc3 f5 h4 h5 Rc8 Rf6 Kg3 b5 Kf4 b4 Rb8 Rh6 Rxb4 Rxh8 Rb5 g6 d5 Ke7 Rb6 Rg8 Ke5 Nf7+ Kd4 Nd6 Ra6 Rd8 Rc6 Ra8 Ke5 Nf7+ Kf4 Rd8 Re6+ Kf8 Rxg6 Rxd5 Rf6 Rd2 Rxf5 Rxf2+ Kxe4 Rxg2 Rxh5 Ke7 Ra5 Rg4+ Kf3 Rxh4 Ra7+ Kf6 Ra6+ Kf5 Ra5+ Ne5+ Kg3 Rg4+ Kf2 Rb4 Kg3 Ke4 Ra8 Kxe3 Re8 Rg4+ Kh3 Rg5 Kh4 Rf5 Kg3 Ke4 Rg8 Rf3+ Kg2 Ke3 Re8 Rf5 Kg3 Kd4 Rd8+ Ke4 Rg8 Rf1 Kg2 Ra1 Re8 Ra3 Rf8 Ng6 Re8+ Kf4 Rg8 Nh4+ Kf2 Ra2+ Ke1 Nf3+ Kd1 Nd4 Re8 Kf3 Kc1 Ne2+ Kb1 Nc3+ Kc1 Rg2 Re3+ Kxe3,1/2-1/2
b3 d5 Bb2 c5 e3 Nc6 Bb5 Bd7 Nf3 Nf6 c4 e6 cxd5 Nxd5 O-O Rc8 Nc3 Nf6 Rc1 Be7 Na4 b6 Ba6 Rc7 Nc3 Bc8 Be2 Bb7 d4 cxd4 Nb5 Rd7 Nbxd4 Nxd4 Bxd4 O-O Qc2 Ba3 Rcd1 Qc7 Qb1 Be4 Qa1 Be7 Ne5 Rdd8 Rc1 Qb8 Nc6 Bxc6 Rxc6 Rc8 Rfc1 Rxc6 Rxc6 Rc8 Qc1 Rxc6 Qxc6 h6 h3 Bd6 Bd3 Kf8 Bb2 Ke7 Qa4 a5 Qb5 Qc7 Kf1 Qc5 Qa4 Qb4 Qc6 Qd2 Bc2 Bc5 Qb7+ Nd7 Qe4 Bb4 g3 Nc5 Qh7 Bc3 Ba3 Bb4 Bb2 Bc3 Ba3 f5 Bxc5+ bxc5 Bxf5 exf5 Qxf5 Qd6 Qe4+ Qe6 Qb7+ Qd7 Qe4+ Qe6 Qb7+ Kf6 Kg2 Kg6 Qf3 c4 bxc4 Qxc4 e4 Bf6 Qf5+ Kf7 Qh5+ Kg8 Qxa5 Qxe4+ Kg1 Qd3 Qa8+ Kh7 Kg2 Qc2 Qd5 Qa4 Qf5+ Kg8 Qd5+ Kf8 Qc5+ Be7 Qf5+ Bf6 Qc5+ Kf7 Qd5+ Ke7 Qc5+ Ke6 Qc8+ Kd6 Qf8+ Kd5 Qf7+ Kd4 Qe6 Kc3 h4 Kb2 Qe2+ Ka3 Kh3 Qd7+ g4 Qd5 f3 Bb2 Qa6+ Kb4 Qb6+ Kc3 Qe3+ Kc2 Qe2+ Kb1 a4 Bc3 Qe4+ Qxe4 fxe4 Kc2 h5 Kd3 g5 Kxe4 gxh6 gxh6 Kg2 Kf4 Kh1 Ba5 Kg2 Kg4 Kh1 Kxh5 Kg2 Kg4 Kh1 h5 Kg2 h4 Kh1 h3 Kh2 Kh4 Kh1 Kg3 Kg1 h2+ Kh1 Kh3,1/2-1/2
d4 Nf6 c4 e6 Nc3 Bb4 f3 d5 a3 Bxc3+ bxc3 c5 cxd5 Nxd5 dxc5 Qa5 e4 Nf6 Be3 O-O Kf2 Nfd7 a4 Nxc5 Qd6 Nba6 Bxa6 Nxa6 Ne2 Rd8 Qg3 e5 h4 f6 Rhb1 Qc7 Kg1 Be6 Qf2 b6 a5 Nc5 Bxc5 bxc5 Ng3 Rab8 a6 Rxb1+ Rxb1 Qa5 h5 h6 Kh2 Kh7 Rb7 Qxa6 Re7 Rd7 Qxc5 Rxe7 Qxe7 Qc6 Qxa7 Qxc3 Qe7 Qc8 Nf1 Qc1 Ng3 Qc8 Ne2 Qd7 Qxd7 Bxd7 Nc3 Kg8 Nd5 Kf7 Ne3 Bb5 Nf5 Bd7 Ne3 g6 hxg6+ Kxg6 g4 h5 gxh5+ Kxh5 Kg3 Kg5 Kf2 f5 exf5 Bxf5 Nxf5 Kxf5 Ke3 Kf6 Ke4 Ke6 f4 exf4 Kxf4,1/2-1/2
e4 c5 Nf3 e6 d3 Nc6 g3 d5 Qe2 Be7 Bg2 Nf6 O-O b6 e5 Nd7 c4 d4 h4 Bb7 Re1 Qc7 Bf4 h6 Nbd2 O-O-O Ne4 Ncxe5 Nxe5 Nxe5 Nxc5 Bxg2 Bxe5 Qxc5 Kxg2 f6 Bf4 Qc6+ Kh2 g5 Bd2 e5 h5 Rhe8 b4 Kb8 a4 Bd6 b5 Qb7 a5 f5 axb6 axb6 Ra6 Kc7 Rea1 Ra8 c5 bxc5 b6+ Kc6 Ra7 Rxa7 bxa7 Kd7 Qd1 Ra8 Qa4+ Ke6 Qc4+ Qd5 Qa6 e4 Re1 Kd7 Rb1 e3 Be1 f4 Rb7+ Bc7 Ba5 fxg3+ fxg3 Qa2+ Kh1 Qa1+ Kg2 Qa2+ Kh1 Qa1+ Kg2 Qa2+ Kh1,1/2-1/2
b3 d5 Bb2 Nf6 Nf3 c5 e3 g6 Bb5+ Bd7 Bxf6 exf6 Bxd7+ Qxd7 d4 Nc6 O-O Be7 Nc3 cxd4 Nxd4 O-O Nce2 Rac8 Qd2 Nxd4 Nxd4 f5 c3 Bf6 Ne2 Rc6 Rac1 Rd8 Rfd1 Qc7 g3 Kg7 h4 h5 Qd3 a6 Rc2 Rc5 Rdc1 Be5 Kg2 Qc6 Nd4 Qf6 Nf3 Rdc8 c4 dxc4 Rxc4 Rxc4 Rxc4 Rxc4 Qxc4 Qe7 Ne1 Bd6 Qd4+ Qe5 Qd1 Qe4+ Kg1 Be5 Nd3 Qd5 Qc2 Bd6 Qc3+ Kf8 Kf1 Ke7 Ke2 Kd7 Qg7 Ke7 Qc3 Kd7 Qh8 Qc6 Qb2 Ke6 Qd2 Ke7 Nb2 Ke6 Nc4 Bc7 Qd3 Qd5 Qc3 Qc6 Qd4 Qd5 Qh8 Kd7 Qf8 Qe6 Qg7 Qd5 Qh8 Qe6 Nd2 Qd5 Qb2 Qb5+ Nc4 Qd5 Qc2 Qe4 Qd2+ Ke6 Nb2 Qd5 Nd3 Bd6 Qc3 Kd7,1/2-1/2
b3 c5 Bb2 Nc6 Nf3 Nf6 e3 g6 Bxf6 exf6 c4 d5 cxd5 Qxd5 Nc3 Qd8 Rc1 Bd7 Bb5 Rc8 O-O a6 Be2 Be7 Ne4 Qb6 Qc2 Bf5 d3 O-O Qb2 Nb4 a3 Nd5 Nfd2 Rfd8 Bf3 Be6 Nc4 Qc7 d4 cxd4 Ncd6 Bxd6 Rxc7 Bxc7 Qxd4 Be5 Qa7 b6 Qxa6 Ra8 Qb5 Rxa3 Rd1 Rc8 g3 Ra5 Qf1 Kg7 Nd2 Nc3 Re1 b5 Bg2 Rd8 Nf3 Bxb3 Nxe5 fxe5 f4 Bc4 Qf3 e4 Qg4 Ra2 f5 Rdd2 f6+ Kxf6 Qf4+ Kg7 Qe5+ f6 Qc7+ Kh6 Qf4+ Kg7 Qc7+ Kh6 Qf4+ Kg7 Qc7+,1/2-1/2
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6 c4 Be7 N1c3 a6 Na3 f5 exf5 Bxf5 Bd3 Be6 O-O Nf6 Nc2 O-O Ne3 Qd7 Ned5 Rae8 Nxe7+ Rxe7 Bg5 Ref7 Bxf6 Rxf6 Ne4 Rh6 Nxd6 Bg4 Qb3 Rxd6 c5+ Be6 Bc4 Nd4 Qe3 Bxc4 cxd6 Bxf1 Qxe5 Bxg2 Kxg2 Qc6+,0-1
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 h3 Qc7 Bd3 Bc5 Nb3 Be7 c4 Nf6 Nc3 d6 O-O Nbd7 Be3 b6 Rc1 Bb7 Qe2 Ne5 Nd4 Rc8 b3 Nxd3 Qxd3 O-O a4 Qb8 Rfd1 Rfd8 Nde2 h6 Bxb6 Bxe4 Qe3 Re8 Nxe4 Nxe4 a5 d5 cxd5 exd5 Rxc8 Qxc8 Rxd5 Bd6 Qd3 Nc3 Rxd6 Nxe2+ Kh2 Qc1 Qd1 Qf4+ Kh1 Nc3 Be3 Qxe3 fxe3 Nxd1 Rxd1 Rxe3 Rd8+ Kh7 Rd6 Rxb3 Rxa6 Ra3 Kh2 f5 h4 h5 g3 Ra2+ Kh3 g6 Rb6 Rxa5 Rc6 Kg7 Rb6 Re5 Rc6 Kf7 Kg2 Re6 Rc7+ Kf6 Kf3 Ra6 Rc5 Ra3+ Kf4 Ra4+ Kf3 Re4 Rc6+ Re6 Rc5 Ra6 Rb5 Ke6 Kf4 Ra4+ Kf3 Rg4 Rb6+ Ke5 Rb5+ Kf6 Rb6+ Kg7 Rb7+ Kh6 Rb6 Ra4 Rc6 Ra1 Rb6 Ra7 Rc6 Kg7 Kf4 Ra4+ Kf3 Re4 Rc7+ Kf6 Rc6+ Re6 Rc5 Ra6 Kf4 Rb6 Ra5 Rc6 Rb5 Re6 Ra5 Re4+ Kf3 Rb4 Ra6+ Kg7 Ra7+ Kh6 Ra6 Rg4 Rb6 Re4 Ra6 Re7 Rb6 Kg7 Ra6 Rf7 Kf4 Kh6 Rb6 Ra7 Rc6 Ra4+ Kf3 Ra3+ Kf4 Ra1 Kf3 Rf1+ Kg2 Rd1 Kf3 Rd3+ Kf4 Rd4+ Kf3 Rd7 Rb6 Kg7,1/2-1/2
e4 Nf6 Nc3 e5 Nf3 d6 Bc4 Be7 O-O O-O a4 c6 d4 Nbd7 Re1 h6 a5 Re8 h3 Qc7 Be3 exd4 Bxd4 Ne5 Nxe5 dxe5 Be3 Bb4 a6 b5 Bb3 Be6 Bxe6 Rxe6 Qf3 Rd8 Red1 Rxd1+ Rxd1 Bxc3 bxc3 c5 Rb1 Qc6 Qe2 c4 f3 Qxa6 Qf2 Re7 Rd1 Rd7 Rxd7 Nxd7 Bxa7 Qa1+ Kh2 Qxc3 Be3 b4 Qd2 Qxd2 Bxd2 b3 cxb3 cxb3 Bc3 f6 Kg1 Nc5 Kf2 Na4,0-1
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 a3 Qc7 Nc3 b5 Bd3 Nf6 Qe2 Bb7 e5 Nd5 Nxd5 Bxd5 Bf4 Nc6 Nf3 f5 h4 Bc5 O-O-O b4 Bc4 Bxc4 Qxc4 Na5 Qd3 bxa3 b3 Nc6 Kb1 Nb4 Qc4 Rc8 Bd2 a5 Bxb4 axb4 Rd2 Be7 Qd3 O-O Ka2 Rfd8 Nd4 Qxe5 Re2 Qf6 Rhe1 Bc5 Re5 d6 Nxe6 dxe5 Nxd8 Qxd8 Qc4+ Kh8 Rxe5 Bd6,0-1
e4 d6 d4 g6 Nc3 c6 Be3 Nf6 h3 Nbd7 a4 Bg7 Nf3 O-O Be2 Qa5 O-O e5 dxe5 Nxe5 Qxd6 Nxf3+ Bxf3 Rd8 Qc5 Qxc5 Bxc5 Be6 Rfd1 Nd7 Be3 a5 Be2 f5 Rd2 Nf6 e5 Ne4 Rxd8+ Rxd8 f4 g5 Nxe4 fxe4 Rd1 Rf8 Rd6 gxf4 Bxf4 Rxf4 Rxe6 e3 Re7 Kf8 Rxb7 Bxe5 Bf3 Rd4 Kf1 Rd2 Rb3 Rf2+ Ke1 Bg3 Kd1 Rd2+ Kc1 Bf4 Kb1 Rf2 Rd3 Rxf3 gxf3 e2,0-1
e4 d6 d4 g6 Nc3 c6 Be3 Nf6 f3 b5 Qd2 Nbd7 h4 Nb6 b3 a5 a4 b4 Nd1 h5 Nh3 Bxh3 Rxh3 Bg7 Nb2 O-O Nc4 Nxc4 Bxc4 d5 Bd3 dxe4 Bxe4 Nxe4 fxe4 c5 O-O-O c4 Bh6 cxb3 cxb3 Qc8+ Kb2 Bxh6 Qxh6 Qg4 Qd2 Rac8 Re1 Rc7 Qe2 Rfc8 Qxg4 Rc2+ Kb1 hxg4 Rg3 Rd2 Rc1 Rxc1+ Kxc1 Rxd4 Rxg4 e5 h5 Kg7 hxg6 fxg6 Kc2 Kh6 Rh4+ Kg5 g3 Kf6 Rh8 Rxe4 Ra8 Re3 Rxa5 Rc3+ Kb2 Rxg3 Rb5 Rg2+ Kb1 e4 Rxb4 Kf5 Kc1 g5 a5 e3 Kd1 g4 a6 g3 a7 Rd2+ Kc1 g2 Rb5+ Kf4 Rb4+ Kg3,0-1
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Nf3 e5 O-O exd4 Nxd4 Re8 f3 c6 Bg5 Qb6 Kh1 Na6 Nb3 Be6 Qxd6 h6 Na4 Qd8 Qxd8 Rexd8 Be3 Nb4 Rfc1 b6 Nd4 Ng4 Nxe6 Nxe3 Nxd8 Rxd8 a3 Nbc2 Rab1 Rd2 Bf1 g5 b4 Bd4 Rb3 Nxf1 Rxf1 Ne3 Rfb1 Nxg2 Nb2 Nh4 Rd3 Rxb2 Rxb2 Bxb2 a4 c5 bxc5 bxc5 Rd7 a5 Rc7 Ba3 Rc6 Kg7 f4 gxf4 Kg1 Nf3+ Kf2 Ne5,0-1
d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 Be7 e3 h6 Bh4 O-O Bd3 c6 Nf3 Ne4 Bxe7 Qxe7 Qc2 Re8 O-O Bf5 Rab1 Nd7 Nd2 Ndf6 Rbe1 Rad8 f3 Nxc3 bxc3 Bxd3 Qxd3 c5 Qb5 cxd4 cxd4 Qa3 Qb3 Qa5 Rf2 Rc8 Rfe2 b6 h3 Rc3 Qb1 Rec8 Nb3 Qb5 Kh2 a5 Qf5 a4 Nd2 Qc6 Nf1 b5 Qb1 Qd6+ Kg1 b4 Rb2 Rb8 Rc1 Rxc1 Qxc1 Qe7 Qc5 Qxc5 dxc5 Kf8 c6 Ne8 e4 dxe4 fxe4 Ke7 Ne3 Kd6 Nd5 b3 axb3 axb3 Kf2 Kxc6 Ke3 Kc5 Kd3 Nd6 Nc3 Nc4 Rb1 Ne5+ Ke3 Kc4 Nd5 b2 Kf4 Kd4 Ne3 Nd3+ Kf3 Rc8 Nf5+ Ke5 Ne3 Rc1 Nc4+ Rxc4,0-1
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 Nf3 O-O Bd2 d6 O-O Nbd7 a3 Bxc3 Bxc3 Ne4 Be1 f5 Kh1 Rf6 Ng1 Rh6 f3 Ng5 Qe2 Qe7 b4 Rf8 Bc3 Nf6 Qe1 Nh5 Ne2 e5 d5 e4 fxe4 Nxe4 Bxe4 Qxe4 Nf4 Qxc4 Rd1 Qxf1+ Qxf1 Ng3+ Kg1 Nxf1 Rxf1 Re8 Bd4 Re7 h3 g5 Ne6 Bxd5 Nxg5 Rg6 Rxf5 Bxg2 h4 Be4 Rf6 h6 Rxg6+ Bxg6 Nh3 c5 bxc5 dxc5 Nf4 cxd4 Nxg6 Rxe3,0-1
e4 e6 d4 a6 Bd3 c5 Nf3 cxd4 Nxd4 Nf6 O-O Qc7 c4 Nc6 Nxc6 dxc6 Qe2 e5 f3 Be6 Be3 Nd7 Nd2 a5 Rfc1 Bc5 Bxc5 Nxc5 Qe3 Qd6 Bf1 O-O Nb3 Nxb3 axb3 Rfd8 Ra3 c5 Raa1 b6 Rc2 Qd4 Qxd4 cxd4 Bd3 Kf8 g3 Ke7 f4 f6 Ra4 Bd7 Ra1 Kd6 Rf2 Be6 Ra4 Kc5 Rf1 Bd7 Ra3 Bc6 fxe5 fxe5 Rf5 Re8 Rf7 Rg8 Rc7 Kd6 Rf7 Raf8 Rxf8 Rxf8 b4 axb4 Ra7 Rf3 Bf1 Rb3 Rxg7 Bxe4 g4 Rxb2 h4 b3 g5 Rb1 h5 Rxf1+ Kxf1 b2 g6 b1=Q+ Kf2 Qc2+,0-1
Nf3 e6 c4 g5 d4 g4 Ne5 h5 h3 g3 fxg3 Nc6 Bf4 Bg7 Nc3 Nge7 Nxc6 dxc6 e3 Ng6 Be2 e5 dxe5 Qxd1+ Rxd1 Nxe5 O-O Be6 b3 Nxc4 Bxc4 Bxc4 bxc4 Bxc3 Bxc7 Rh6 Rd3 Bg7 Rfd1 Re6 Kf2 b5 c5 Be5 Ba5 Rf6+ Ke2 Bxg3 Be1 Bxe1 Kxe1 Rf5 Rc1 Rd8 Rxd8+ Kxd8 Ke2 a5 e4 Rg5 Kf3 h4 Rc2 Ke7 Kf4 f6 Rc1 Rxg2 Rd1 Rc2,0-1
Nf3 Nf6 g3 b6 Bg2 Bb7 O-O g6 c4 Bg7 d4 O-O d5 Na6 Nc3 Nc5 Nd4 e5 Nc2 a5 e4 d6 b3 Bc8 Rb1 Bd7 f3 Nh5 Ne3 f5 exf5 gxf5 Ne2 f4 Nc2 fxg3 hxg3 Qe8 g4 Nf4 Nxf4 exf4 Bb2 Qg6 Bxg7 Qxg7 Qd4 h5 Qxg7+ Kxg7 gxh5 Rh8 Nd4 Rxh5 Rbd1 Kf6 Kf2 Re8 Rfe1 Rxe1 Kxe1 Rh2 Kf1 Rh5 Kf2 Re5 Bf1 Re3 Rd2 Ke5 Nc2 Rc3 Ne1 Bf5 Be2 Bb1 Rb2 Bf5 Rd2 a4 b4 Nd7 Bd3 Bxd3 Nxd3+ Kf5 c5 bxc5 bxc5 Nxc5 Nxc5 Rxc5 Ke2 Ke5 Rb2 Rc3 Rb4 Re3+ Kf2 Ra3 Re4+ Kxd5 Re2 c5 Rd2+ Kc6 Ke2 d5 Rc2 c4 Rc1 Rxa2+ Kd1 Kc5 Rb1 Rf2 Ra1 Rf1+ Kc2 Rxa1 Kb2 Rf1 Kc2 Rxf3 Kb2 Rb3+ Ka2 f3 Ka1 f2 Ka2 c3 Ka1 f1=Q+,0-1
e4 c5 Nf3 e6 c3 d5 e5 d4 Bd3 Bd7 O-O Bc6 Qe2 Ne7 Be4 Bxe4 Qxe4 Nbc6 d3 dxc3 Nxc3 Qd7 Be3 Nf5 Rad1 Rd8 g4 Nfd4 Bxd4 cxd4 Ne2 Qd5 Ng3 Qxa2 Nh5 Qd5 Qf4 h6 Rc1 Rd7 Rc4 Rg8 Rfc1 Be7 h3 f6 exf6 gxf6 Kf1 f5 Rxc6 bxc6 Ne5 Bg5 Nxd7 Kxd7 Qxg5 hxg5 Nf6+ Kd6 Nxd5 cxd5 Ra1 f4 Ra6+ Ke5 Rxa7 Rb8 Ra2 f3 Ke1 Kf4 Kd2 e5 Kc2 e4 Ra7 Rf8 Kd2 e3+ Ke1 Ke5 Re7+ Kd6 Rg7 Rc8,0-1
e4 c5 Nf3 Nc6 Bb5 g5 Nxg5 Nf6 O-O Rg8 d3 Nd4 Bc4 d5 exd5 b5 c3 bxc4 cxd4 h6 dxc4 hxg5 dxc5 Qc7 Qa4+ Bd7 c6 Bf5 Nc3 Ng4 g3 Bg7 Nb5 Qe5 Bxg5 Bd3 Rfe1 Qxg5 d6 Be5 d7+ Kf8 c7 Bxc7 Nxc7 Qc5 Re3 Rd8 Rxd3 Qxf2+,0-1
e4 e6 d4 d5 exd5 exd5 Nf3 Nc6 c3 Bf5 Bd3 Qd7 O-O Bd6 Re1+ Nge7 Ne5 Bxe5 dxe5 Bxd3 Qxd3 O-O-O Bg5 d4 Na3 dxc3 Qxc3 Qd3 Rac1 Rhe8 h4 h6 Bxe7 Rxe7 Nc4 Qxc3 Rxc3 b5 Na3 Nd4 Rc5 a6 Nb1 Ne6 Rcc1 Nf4 Re4 Nd3 Rf1 Rxe5 Rg4 g5 b3 f5 Rg3 f4 Rg4 Rf5 Nd2 Ne5 f3 Rxd2 hxg5 hxg5 Rc1 Nxg4 fxg4 Re5,0-1
d4 Nf6 Bg5 d5 e3 e6 c4 dxc4 Bxc4 Bb4+ Nc3 c5 Ne2 O-O a3 Bxc3+ bxc3 h6 Bh4 Nbd7 f3 Qc7 Bd3 b6 e4 Bb7 O-O Rac8 a4 Rfe8 a5 bxa5 Qa4 e5 Qxa5 exd4 cxd4 cxd4 Qxc7 Rxc7 Nxd4 Nc5 Bb5 Rd8 Nf5 a6 Be2 Rd2 Rfe1 Kh7 Bf1 Nb3 Rab1 Nc5 Rec1 Nfxe4 Be1 Ra2 fxe4 Bxe4 Bg3 Bxf5 Bxc7 Bxb1 Rxb1 Ne6 Be5 g6 Rb8 g5 Bd3+,1-0
d4 d5 Bg5 Nf6 e3 c5 Bxf6 gxf6 dxc5 e6 a3 Bxc5 b4 Be7 Nd2 O-O c4 dxc4 Bxc4 Nc6 Ngf3 f5 O-O Kh8 Qe2 Bf6 Rad1 Qe7 e4 fxe4 Nxe4 Bg7 Nd6 e5 b5 Nd8 Rfe1 f6 Nh4 f5 Qh5 Rf6 Ndxf5 Qf8 Bd3 Ne6 g3 e4 Bxe4 Nc5 Ne7 Rh6 Qxc5,1-0
d4 Nf6 Bg5 d5 e3 c5 Bxf6 exf6 Nc3 Be6 dxc5 Bxc5 Nge2 Nc6 Qd2 O-O a3 Qa5 Rb1 Rac8 b4 Nxb4 axb4 Bxb4 Rxb4 Qxb4 Nd1 Qc5 Nd4 a5 Bd3 a4 c3 a3 Bb1 b5 Ba2 b4 cxb4 Qc1 b5 Rc5 Qb4 Rb8 Nb3 Rc4 Qd6 Qc2 Qxb8+ Rc8 Qa7 Qxa2 Nd4 Bg4 O-O Bxd1 Rxd1 Qd2 Rf1 a2 b6 h5 b7 Rc1 b8=Q+ Kh7 Qb5,1-0
e4 e6 d4 d5 exd5 exd5 Nf3 Bd6 c4 Nf6 c5 Be7 Qa4+ Bd7 Qc2 O-O Be3 Nc6 Nc3 b6 Be2 Nb4 Qd2 Bf5 Rc1 Ng4 Bf4 bxc5 dxc5 Bxc5 O-O Re8 a3 d4 Nb5 d3 Rxc5 dxe2 Re1 Nd3 Rxf5 Nxe1 Nxe1 Qxd2 Bxd2 Rad8 Bc3 Rd1 f3 Ne3 Nxc7 Re7 Rc5 f6 Bb4 Kf7 h4 h5 Kf2 Rb1 Nd5 Nd1+ Kg3 Re5 Nd3 Re8 Be1 Nxb2 Rb5 Rd1 Rxb2 Rxd3 Rb7+ Kf8 Nf4 Rxa3 Kf2 a5 Ra7 Ra4 g3 g5 hxg5 fxg5 Nxh5 Re5 g4 Ke8 Ng7+ Kf8 Nf5 Ra2 Ra8+ Kf7 Nd6+ Ke6 Nc4 Rb5 Rxa5 Rbxa5 Nxa5 Kd5 Ke3,1-0
h4 d5 c4 e6 e3 Nf6 h5 h6 Nf3 Be7 b3 c5 Bb2 Nc6 cxd5 exd5 d4 O-O Be2 cxd4 Nxd4 Bb4+ Bc3 Bd6 Nd2 Re8 Rc1 Bd7 Nxc6 bxc6 b4 Qe7 a3 a5 bxa5 c5 O-O d4 Nc4 Bc7 Be1 Bc6 Bf3 Ne4 exd4 Rad8 Rc2 Rxd4 Qc1 Qh4 g3 Qh3 Bg2 Qxh5 a6 Ba8 f4 Rd1 Qb2 Nxg3 Bxa8 Nxf1 Rg2 g6 Ne5 Rxe1 Rxg6+ fxg6 Qb3+ Kh8 Qf7 Ng3+ Kg2 Qe2+ Kh3 Qf1+ Bg2 R8xe5 Qf8+ Kh7 Qf7+ Kh8 Bxf1 Rh5+ Kg2 Nxf1 Qf8+ Kh7 Qf7+ Kh8 Qxc7 Ne3+ Kf2 Nc2 a7 Re8 Qb8,1-0
